signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
test | benchmarks+production_code+tests | kernels_operators | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | distributed_execution+moe | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+documentation_examples+production_code+tests | attention+kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | compilation+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | distributed_execution+model_implementation+moe | amd_rocm,1,5649,0.0001770224818551956
performance | documentation_examples+production_code+tests | compilation+kernels_operators | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | kv_cache_data_movement+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | build+production_code+tests | configuration_shared_infrastructure+engine+worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
refactor | production_code | distributed_execution+kernels_operators+kv_cache_data_movement+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | attention+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
performance | developer_tooling+documentation_examples+production_code | attention+kernels_operators+kv_cache_data_movement+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators+kv_cache_data_movement+speculative_decoding | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention+model_implementation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+kernels_operators | intel_xpu,1,5649,0.0001770224818551956
refactor | benchmarks+documentation_examples+production_code+tests | kernels_operators+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | attention+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | distributed_execution+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
documentation | benchmarks+developer_tooling+documentation_examples | support_only | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | speculative_decoding+worker_model_runner | cpu,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | model_loading_layers+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | device_platform | amd_rocm,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_implementation+model_loading_layers+moe+serving_api+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code | attention+kernels_operators | amd_rocm,1,5649,0.0001770224818551956
build | build+ci+production_code | configuration_shared_infrastructure | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | reliability_observability+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | moe | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | device_platform+moe | amd_rocm+intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+lora+model_implementation+model_loading_layers+moe+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+production_code | moe | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | attention | intel_xpu,1,5649,0.0001770224818551956
feature | production_code+tests | quantization | cpu,1,5649,0.0001770224818551956
test | tests | support_only | amd_rocm+intel_xpu+other,1,5649,0.0001770224818551956
feature | ci+developer_tooling+documentation_examples+production_code+tests | attention+device_platform+kernels_operators+kv_cache_data_movement | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
ci | build+ci | support_only | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code | kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | model_implementation+moe | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+model_implementation+serving_api+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | device_platform+quantization | amd_rocm,1,5649,0.0001770224818551956
bugfix | build | support_only | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | benchmarks+production_code | compilation+reliability_observability+worker_model_runner | cpu,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | model_implementation+model_loading_layers+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | compilation+model_implementation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | engine+reliability_observability+scheduler | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | compilation+kernels_operators+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | input_processing_multimodal+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | model_loading_layers | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | reliability_observability+scheduler | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | configuration_shared_infrastructure+device_platform | nvidia_cuda,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | kernels_operators+model_implementation+moe+quantization | cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | reliability_observability | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+compilation+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+production_code+tests | distributed_execution+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | distributed_execution+moe+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | quantization | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | compilation+worker_model_runner | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | attention+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | developer_tooling+production_code+tests | kernels_operators+model_implementation+moe | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | kv_cache_data_movement+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+model_loading_layers | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | input_processing_multimodal+serving_api | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | compilation+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+device_platform+kernels_operators+kv_cache_data_movement+quantization | amd_rocm,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+model_implementation+moe | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | model_implementation+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code+tests | attention+kernels_operators+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+ci+production_code+tests | device_platform+distributed_execution+kernels_operators+kv_cache_data_movement+worker_model_runner | cpu,1,5649,0.0001770224818551956
performance | benchmarks+production_code | configuration_shared_infrastructure+other+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
performance | build+production_code | input_processing_multimodal | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | compilation+device_platform | cpu,1,5649,0.0001770224818551956
bugfix | build+ci+production_code+tests | compilation+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+documentation_examples+production_code | attention+kernels_operators | cpu,1,5649,0.0001770224818551956
performance | build+ci+production_code+tests | compilation+device_platform+kernels_operators+model_loading_layers | cpu,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | attention+model_loading_layers+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | build+ci+documentation_examples+production_code+tests | compilation+input_processing_multimodal+model_implementation+model_loading_layers | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | attention+device_platform | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+documentation_examples | support_only | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | attention+configuration_shared_infrastructure+sampling+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
documentation | build+ci+documentation_examples+tests | support_only | amd_rocm+google_tpu+intel_xpu,1,5649,0.0001770224818551956
performance | production_code | distributed_execution | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+model_implementation+moe | amd_rocm,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | compilation+distributed_execution+engine+moe+serving_api+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention+compilation+input_processing_multimodal+kv_cache_data_movement+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | distributed_execution | intel_xpu,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | lora+moe | intel_xpu,1,5649,0.0001770224818551956
feature | build+ci+developer_tooling+production_code+tests | attention+kernels_operators+moe+quantization | cpu,1,5649,0.0001770224818551956
refactor | production_code | model_implementation+model_loading_layers | amd_rocm,1,5649,0.0001770224818551956
feature | ci+production_code+tests | kernels_operators+moe | cpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+distributed_execution+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+kv_cache_data_movement | amd_rocm,1,5649,0.0001770224818551956
refactor | production_code | attention+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | attention+compilation+distributed_execution+kv_cache_data_movement+model_implementation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
documentation | ci+documentation_examples+tests | support_only | cpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+production_code+tests | kernels_operators+quantization | cpu,1,5649,0.0001770224818551956
feature | build+production_code+tests | input_processing_multimodal+serving_api | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | attention | nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code+tests | attention+device_platform+kernels_operators+model_implementation+model_loading_layers+moe+quantization+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | input_processing_multimodal+model_implementation+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+production_code+tests | reliability_observability+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+sampling | intel_xpu,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+moe+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code | moe | intel_xpu,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code+tests | attention+device_platform+kernels_operators+kv_cache_data_movement+model_loading_layers | cpu,1,5649,0.0001770224818551956
performance | build+production_code | distributed_execution+kernels_operators | cpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+sampling+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | distributed_execution+model_implementation+sampling+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
ci | ci+developer_tooling+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation | amd_rocm,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+model_loading_layers | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | attention+kernels_operators+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | distributed_execution+input_processing_multimodal+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | distributed_execution+engine+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | attention+kernels_operators+kv_cache_data_movement+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | model_loading_layers+serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+speculative_decoding | cpu,1,5649,0.0001770224818551956
build | build+ci+developer_tooling | support_only | cpu,1,5649,0.0001770224818551956
bugfix | ci+production_code | attention+kernels_operators | amd_rocm,1,5649,0.0001770224818551956
test | ci+production_code+tests | kv_cache_data_movement | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | engine+kv_cache_data_movement+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+distributed_execution+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code+tests | kv_cache_data_movement | cpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | distributed_execution+kv_cache_data_movement+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | model_implementation+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | attention+kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | distributed_execution+kernels_operators+lora+moe+quantization | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+model_implementation+moe+sampling+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
refactor | ci+documentation_examples+production_code+tests | attention+speculative_decoding | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | distributed_execution+engine+model_loading_layers+serving_api+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+lora+model_implementation | amd_rocm+intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | distributed_execution+engine | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | compilation+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | input_processing_multimodal+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_implementation+model_loading_layers+moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
performance | ci+production_code+tests | sampling | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+device_platform+kernels_operators+kv_cache_data_movement | cpu,1,5649,0.0001770224818551956
build | build+ci+tests | support_only | cpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | other+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | sampling+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | model_loading_layers+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
documentation | documentation_examples+production_code | model_loading_layers+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+model_implementation+moe+serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+kernels_operators+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | model_implementation+model_loading_layers+moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+compilation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | device_platform+kernels_operators+model_loading_layers+moe+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | compilation+input_processing_multimodal+kv_cache_data_movement+model_implementation+model_loading_layers+quantization+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
documentation | ci+documentation_examples | support_only | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+model_implementation+model_loading_layers+moe | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+documentation_examples+production_code+tests | attention+kernels_operators+model_implementation+model_loading_layers+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kv_cache_data_movement+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | attention+compilation+engine+input_processing_multimodal+kernels_operators+kv_cache_data_movement+model_implementation+moe+quantization+sampling+scheduler+speculative_decoding+worker_model_runner | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
documentation | ci+documentation_examples+production_code | serving_api | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | device_platform+kv_cache_data_movement+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | distributed_execution+serving_api | backend_agnostic,1,5649,0.0001770224818551956
documentation | developer_tooling+documentation_examples | support_only | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | other | backend_agnostic,1,5649,0.0001770224818551956
feature | developer_tooling+documentation_examples | support_only | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | model_implementation+moe | amd_rocm,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | compilation+configuration_shared_infrastructure+device_platform+distributed_execution+kernels_operators+model_loading_layers | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | developer_tooling+documentation_examples+production_code+tests | attention | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+scheduler+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
test | benchmarks+ci+documentation_examples+tests | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+production_code+tests | compilation+distributed_execution+kernels_operators | amd_rocm,1,5649,0.0001770224818551956
performance | documentation_examples+production_code | attention+kernels_operators+model_implementation | amd_rocm,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+model_loading_layers+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | developer_tooling+documentation_examples+production_code+tests | attention+kv_cache_data_movement+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+input_processing_multimodal+model_implementation+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | engine+input_processing_multimodal+serving_api+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | attention | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | kv_cache_data_movement+scheduler | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | distributed_execution+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+production_code+tests | kernels_operators+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
build | build+tests | support_only | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code | distributed_execution+moe | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | distributed_execution+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code | moe | backend_agnostic,1,5649,0.0001770224818551956
performance | benchmarks+documentation_examples+production_code+tests | kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | attention+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | compilation+configuration_shared_infrastructure+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | compilation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | device_platform | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | compilation+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | model_loading_layers+quantization | google_tpu,1,5649,0.0001770224818551956
performance | documentation_examples+production_code | compilation+device_platform | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+moe+quantization | amd_rocm,1,5649,0.0001770224818551956
refactor | production_code | kv_cache_data_movement+scheduler | backend_agnostic,1,5649,0.0001770224818551956
refactor | benchmarks+documentation_examples+production_code+tests | input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | scheduler | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+lora | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | build+production_code | device_platform | cpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | quantization+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | attention+device_platform+kernels_operators+quantization | intel_xpu,1,5649,0.0001770224818551956
performance | ci+documentation_examples+production_code+tests | attention+device_platform+kernels_operators | amd_rocm,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | kernels_operators+lora+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | documentation_examples+production_code+tests | compilation | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | compilation+distributed_execution+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | reliability_observability | intel_xpu,1,5649,0.0001770224818551956
ci | ci+developer_tooling+production_code | attention+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | kv_cache_data_movement+scheduler | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | configuration_shared_infrastructure+sampling+serving_api+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_implementation+serving_api | amd_rocm,1,5649,0.0001770224818551956
bugfix | build+ci+production_code | kernels_operators+kv_cache_data_movement+quantization+worker_model_runner | cpu,1,5649,0.0001770224818551956
refactor | benchmarks+documentation_examples+production_code+tests | configuration_shared_infrastructure+engine | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | developer_tooling+production_code | compilation | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+kv_cache_data_movement+model_implementation+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | distributed_execution+kernels_operators+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+compilation+kernels_operators+kv_cache_data_movement+model_implementation+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+device_platform+kv_cache_data_movement+model_implementation | intel_xpu,1,5649,0.0001770224818551956
bugfix | build+production_code+tests | kernels_operators+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+model_loading_layers+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | worker_model_runner | cpu,1,5649,0.0001770224818551956
bugfix | production_code | distributed_execution+kernels_operators+moe | amd_rocm,1,5649,0.0001770224818551956
feature | production_code | model_implementation+model_loading_layers+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | model_loading_layers | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
test | production_code+tests | serving_api | amd_rocm,1,5649,0.0001770224818551956
performance | production_code+tests | model_implementation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | developer_tooling+documentation_examples+production_code+tests | attention+reliability_observability | amd_rocm,1,5649,0.0001770224818551956
maintenance | benchmarks+developer_tooling | support_only | backend_agnostic,1,5649,0.0001770224818551956
bugfix | benchmarks | support_only | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | compilation+moe | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | model_loading_layers+moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | sampling | backend_agnostic,1,5649,0.0001770224818551956
refactor | ci+production_code+tests | moe | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+quantization | cpu,1,5649,0.0001770224818551956
refactor | production_code | attention+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+kv_cache_data_movement | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+production_code+tests | kernels_operators+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | model_loading_layers+quantization+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code+tests | model_loading_layers+serving_api+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation | intel_xpu,1,5649,0.0001770224818551956
maintenance | benchmarks+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | lora+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | compilation+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
refactor | build+production_code | device_platform+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code | lora | backend_agnostic,1,5649,0.0001770224818551956
